S,I,R
95.0,5.0,0.0
95.0,5.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
94.0,6.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,7.0,0.0
93.0,6.0,1.0
92.0,7.0,1.0
92.0,7.0,1.0
92.0,7.0,1.0
92.0,7.0,1.0
92.0,7.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
91.0,8.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
90.0,9.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
89.0,10.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
88.0,11.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
87.0,12.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
86.0,13.0,1.0
85.0,14.0,1.0
85.0,14.0,1.0
85.0,14.0,1.0
85.0,14.0,1.0
84.0,15.0,1.0
84.0,15.0,1.0
84.0,15.0,1.0
84.0,15.0,1.0
84.0,15.0,1.0
83.0,16.0,1.0
83.0,16.0,1.0
83.0,16.0,1.0
83.0,16.0,1.0
82.0,17.0,1.0
82.0,17.0,1.0
82.0,17.0,1.0
82.0,17.0,1.0
81.0,18.0,1.0
81.0,18.0,1.0
81.0,18.0,1.0
80.0,19.0,1.0
80.0,18.0,2.0
79.0,19.0,2.0
79.0,19.0,2.0
79.0,18.0,3.0
78.0,19.0,3.0
78.0,19.0,3.0
78.0,19.0,3.0
78.0,19.0,3.0
78.0,19.0,3.0
78.0,19.0,3.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
78.0,18.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
77.0,19.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
76.0,20.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,20.0,5.0
75.0,20.0,5.0
75.0,20.0,5.0
75.0,20.0,5.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,19.0,6.0
75.0,18.0,7.0
75.0,17.0,8.0
75.0,17.0,8.0
75.0,17.0,8.0
75.0,17.0,8.0
75.0,17.0,8.0
75.0,17.0,8.0
75.0,17.0,8.0
75.0,17.0,8.0
74.0,18.0,8.0
74.0,18.0,8.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
74.0,17.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,18.0,9.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
73.0,17.0,10.0
72.0,18.0,10.0
72.0,18.0,10.0
72.0,18.0,10.0
72.0,18.0,10.0
72.0,18.0,10.0
72.0,18.0,10.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,17.0,11.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
72.0,16.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
71.0,17.0,12.0
70.0,18.0,12.0
69.0,19.0,12.0
69.0,19.0,12.0
69.0,19.0,12.0
69.0,19.0,12.0
69.0,19.0,12.0
69.0,19.0,12.0
68.0,20.0,12.0
68.0,20.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
67.0,21.0,12.0
66.0,22.0,12.0
66.0,22.0,12.0
66.0,22.0,12.0
66.0,22.0,12.0
66.0,22.0,12.0
65.0,23.0,12.0
65.0,23.0,12.0
65.0,23.0,12.0
65.0,23.0,12.0
65.0,23.0,12.0
65.0,23.0,12.0
65.0,23.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,24.0,12.0
64.0,23.0,13.0
64.0,23.0,13.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,22.0,14.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
64.0,21.0,15.0
63.0,22.0,15.0
63.0,22.0,15.0
62.0,23.0,15.0
62.0,23.0,15.0
62.0,23.0,15.0
62.0,23.0,15.0
62.0,23.0,15.0
61.0,23.0,16.0
61.0,23.0,16.0
61.0,23.0,16.0
60.0,24.0,16.0
60.0,24.0,16.0
60.0,24.0,16.0
60.0,24.0,16.0
60.0,23.0,17.0
60.0,23.0,17.0
60.0,23.0,17.0
60.0,23.0,17.0
60.0,23.0,17.0
60.0,23.0,17.0
60.0,22.0,18.0
60.0,22.0,18.0
60.0,21.0,19.0
60.0,21.0,19.0
60.0,21.0,19.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
60.0,20.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
59.0,21.0,20.0
58.0,22.0,20.0
58.0,22.0,20.0
58.0,22.0,20.0
58.0,22.0,20.0
58.0,22.0,20.0
58.0,22.0,20.0
58.0,22.0,20.0
58.0,21.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
57.0,22.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,23.0,21.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
56.0,22.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
55.0,23.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,24.0,22.0
54.0,23.0,23.0
54.0,23.0,23.0
54.0,23.0,23.0
54.0,23.0,23.0
54.0,23.0,23.0
54.0,23.0,23.0
54.0,23.0,23.0
54.0,23.0,23.0
52.0,24.0,24.0
52.0,24.0,24.0
52.0,24.0,24.0
52.0,23.0,25.0
52.0,23.0,25.0
51.0,24.0,25.0
51.0,24.0,25.0
51.0,24.0,25.0
51.0,24.0,25.0
51.0,24.0,25.0
50.0,25.0,25.0
50.0,25.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
49.0,26.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
48.0,27.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
47.0,28.0,25.0
46.0,29.0,25.0
46.0,29.0,25.0
46.0,29.0,25.0
46.0,29.0,25.0
46.0,29.0,25.0
46.0,29.0,25.0
46.0,28.0,26.0
46.0,28.0,26.0
46.0,28.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,29.0,26.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,28.0,27.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,27.0,28.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,26.0,29.0
45.0,25.0,30.0
44.0,26.0,30.0
44.0,26.0,30.0
44.0,26.0,30.0
44.0,26.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,27.0,30.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,26.0,31.0
43.0,25.0,32.0
43.0,25.0,32.0
43.0,25.0,32.0
43.0,25.0,32.0
43.0,24.0,33.0
43.0,24.0,33.0
43.0,23.0,34.0
43.0,23.0,34.0
43.0,22.0,35.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
43.0,21.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
42.0,22.0,36.0
41.0,23.0,36.0
41.0,23.0,36.0
41.0,23.0,36.0
41.0,23.0,36.0
41.0,23.0,36.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
41.0,22.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
40.0,23.0,37.0
39.0,24.0,37.0
39.0,24.0,37.0
39.0,24.0,37.0
39.0,24.0,37.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
39.0,23.0,38.0
38.0,23.0,39.0
38.0,23.0,39.0
38.0,23.0,39.0
38.0,23.0,39.0
38.0,23.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,24.0,39.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
37.0,23.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
36.0,24.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,25.0,40.0
35.0,24.0,41.0
35.0,23.0,42.0
35.0,23.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
34.0,24.0,42.0
