S,I,R
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,17.0,75.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,16.0,76.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,15.0,77.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,14.0,78.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,13.0,79.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,12.0,80.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,11.0,81.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
8.0,10.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,11.0,82.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,10.0,83.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
7.0,9.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,10.0,84.0
6.0,9.0,85.0
6.0,9.0,85.0
6.0,9.0,85.0
6.0,9.0,85.0
6.0,9.0,85.0
6.0,9.0,85.0
6.0,9.0,85.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,8.0,86.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,7.0,87.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,6.0,88.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,5.0,89.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,4.0,90.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,3.0,91.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
6.0,2.0,92.0
