S,I,R,SuperSpreader
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,1.0,54.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
155.0,0.0,55.0,0.0
201.0,9.0,0.0,1.0
201.0,9.0,0.0,1.0
201.0,9.0,0.0,1.0
201.0,9.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
200.0,10.0,0.0,1.0
199.0,11.0,0.0,1.0
199.0,11.0,0.0,1.0
199.0,11.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
198.0,12.0,0.0,1.0
197.0,13.0,0.0,1.0
197.0,13.0,0.0,1.0
197.0,13.0,0.0,1.0
197.0,13.0,0.0,1.0
197.0,12.0,1.0,1.0
197.0,12.0,1.0,1.0
197.0,12.0,1.0,1.0
196.0,13.0,1.0,1.0
196.0,13.0,1.0,1.0
196.0,13.0,1.0,1.0
195.0,14.0,1.0,1.0
195.0,14.0,1.0,1.0
194.0,15.0,1.0,1.0
193.0,16.0,1.0,1.0
193.0,16.0,1.0,1.0
192.0,17.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
191.0,18.0,1.0,1.0
190.0,19.0,1.0,1.0
190.0,19.0,1.0,1.0
190.0,19.0,1.0,1.0
190.0,19.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
189.0,20.0,1.0,1.0
188.0,21.0,1.0,1.0
188.0,20.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
187.0,21.0,2.0,1.0
186.0,21.0,3.0,1.0
186.0,21.0,3.0,1.0
186.0,21.0,3.0,1.0
186.0,21.0,3.0,1.0
186.0,21.0,3.0,1.0
186.0,21.0,3.0,1.0
185.0,22.0,3.0,1.0
185.0,22.0,3.0,1.0
184.0,23.0,3.0,1.0
184.0,23.0,3.0,1.0
184.0,23.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
183.0,24.0,3.0,1.0
182.0,25.0,3.0,1.0
182.0,25.0,3.0,1.0
182.0,25.0,3.0,1.0
182.0,25.0,3.0,1.0
182.0,25.0,3.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
182.0,24.0,4.0,1.0
181.0,25.0,4.0,1.0
181.0,25.0,4.0,1.0
181.0,25.0,4.0,1.0
180.0,26.0,4.0,1.0
179.0,27.0,4.0,1.0
178.0,28.0,4.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,27.0,5.0,1.0
178.0,26.0,6.0,1.0
178.0,26.0,6.0,1.0
177.0,27.0,6.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,26.0,7.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,25.0,8.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
177.0,24.0,9.0,1.0
