S,I,R,SuperSpreader
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
150.0,0.0,60.0,0.0
201.0,9.0,0.0,0.0
201.0,9.0,0.0,0.0
200.0,10.0,0.0,0.0
199.0,11.0,0.0,0.0
198.0,12.0,0.0,0.0
197.0,13.0,0.0,0.0
196.0,14.0,0.0,0.0
196.0,14.0,0.0,0.0
196.0,14.0,0.0,0.0
196.0,14.0,0.0,0.0
195.0,15.0,0.0,0.0
195.0,15.0,0.0,0.0
194.0,16.0,0.0,0.0
194.0,16.0,0.0,0.0
194.0,15.0,1.0,0.0
194.0,15.0,1.0,0.0
194.0,15.0,1.0,0.0
194.0,15.0,1.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,15.0,2.0,0.0
193.0,14.0,3.0,0.0
193.0,14.0,3.0,0.0
192.0,15.0,3.0,0.0
192.0,15.0,3.0,0.0
192.0,15.0,3.0,0.0
192.0,15.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
190.0,17.0,3.0,0.0
189.0,18.0,3.0,0.0
189.0,18.0,3.0,0.0
188.0,19.0,3.0,1.0
188.0,19.0,3.0,1.0
188.0,19.0,3.0,1.0
187.0,20.0,3.0,1.0
187.0,20.0,3.0,1.0
187.0,20.0,3.0,1.0
187.0,20.0,3.0,1.0
186.0,21.0,3.0,1.0
186.0,21.0,3.0,1.0
185.0,22.0,3.0,1.0
185.0,22.0,3.0,1.0
185.0,22.0,3.0,1.0
185.0,21.0,4.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
185.0,20.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
184.0,21.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,22.0,5.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
183.0,21.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
182.0,22.0,6.0,1.0
181.0,23.0,6.0,1.0
181.0,23.0,6.0,1.0
181.0,23.0,6.0,1.0
181.0,23.0,6.0,1.0
181.0,23.0,6.0,1.0
181.0,23.0,6.0,1.0
180.0,24.0,6.0,1.0
180.0,24.0,6.0,1.0
180.0,24.0,6.0,1.0
180.0,24.0,6.0,1.0
180.0,24.0,6.0,1.0
180.0,24.0,6.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
180.0,23.0,7.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
178.0,24.0,8.0,1.0
177.0,25.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
176.0,26.0,8.0,1.0
175.0,27.0,8.0,2.0
175.0,26.0,9.0,2.0
175.0,26.0,9.0,2.0
175.0,26.0,9.0,2.0
175.0,26.0,9.0,2.0
175.0,26.0,9.0,2.0
175.0,26.0,9.0,2.0
175.0,26.0,9.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,26.0,10.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
174.0,25.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
173.0,26.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,27.0,11.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,26.0,12.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
172.0,25.0,13.0,2.0
171.0,26.0,13.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,25.0,14.0,2.0
171.0,24.0,15.0,2.0
171.0,24.0,15.0,2.0
171.0,24.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,25.0,15.0,2.0
170.0,24.0,16.0,2.0
170.0,24.0,16.0,2.0
170.0,24.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,25.0,16.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,23.0,18.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,22.0,19.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,21.0,20.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,20.0,21.0,2.0
169.0,19.0,22.0,2.0
169.0,19.0,22.0,2.0
169.0,19.0,22.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,18.0,23.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,17.0,24.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,16.0,25.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,15.0,26.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,14.0,27.0,2.0
169.0,13.0,28.0,1.0
169.0,13.0,28.0,1.0
169.0,13.0,28.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
169.0,12.0,29.0,1.0
